,Game Category,Game ID,Title,User Count,Positive Ratings,Game Link URL,Game Image URL
12,Most Engaging,2426874309,[grand opening] slayer tycoon,71000.0,79.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=6490016198&Position=13&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t5.rbxcdn.com/5548c2146dccc885b2f22e34d64b5920
13,Most Engaging,117307972,(vari) loomian legacy,77000.0,92.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=306964494&Position=14&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t5.rbxcdn.com/664ce6cffd79c5e0d20acb0f3dc294a6
14,Most Engaging,1278035280,warrior cats: ultimate edition,101000.0,94.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=3663340706&Position=15&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t1.rbxcdn.com/e31f8ac51f6be2fe7f1bc04cda4b610e
15,Most Engaging,2050890865,[release + huge update] stands awakening [beta],142000.0,83.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5780309044&Position=16&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t3.rbxcdn.com/f392a81389e9d65e75fbac421ee397e5
16,Most Engaging,943733974,  week iv     bitcoin miner [beta],49000.0,83.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2629642516&Position=17&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t6.rbxcdn.com/20759157e01b04222c960af3c2eeeef4
17,Most Engaging,1659645941,islands   [mailbox + countdown!],328000.0,88.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=4872321990&Position=18&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t2.rbxcdn.com/2d5cd2fbcd0a9f22d4cf90d2378b946a
18,Most Engaging,31970568,theme park tycoon 2,87000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=69184822&Position=19&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.369Z,https://t2.rbxcdn.com/4a9349b308c3d90a9821e37e99aded6f
19,Most Engaging,668582985,egg farm simulator,24000.0,85.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=1828509885&Position=20&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t7.rbxcdn.com/5144b8166a9443fd4443bcc388a83b44
20,Most Engaging,88070565,welcome to bloxburg,1078000.0,91.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=185655149&Position=21&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t6.rbxcdn.com/2525bd623e7365ccfa7c2f8c952acb91
21,Most Engaging,767752328,  super power training simulator,21000.0,72.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2202352383&Position=22&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t2.rbxcdn.com/3a7189b93a3b71e9fc14707013fc56f8
22,Most Engaging,1831550657,vaumora! creatures of sonaria,6000.0,89.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5233782396&Position=23&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t6.rbxcdn.com/1c8994bfcc50d8fbda5c44c49226aecb
23,Most Engaging,892043755,[ super luck ] bubble gum simulator,79000.0,88.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2512643572&Position=24&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t5.rbxcdn.com/45046d5657f9df1fd9ac1f54da52d414
24,Most Engaging,940024091, super power fighting simulator,29000.0,91.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2619187362&Position=25&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t2.rbxcdn.com/39b39b8049a65a761c04214f1c5f16b9
25,Most Engaging,1077961373,[ gold boost!] giant simulator,3000.0,84.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2986677229&Position=26&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t7.rbxcdn.com/98db705e1bcf790741baee818afb98e1
26,Most Engaging,578392296,[ bleach ] anime battle arena,94000.0,85.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=1458767429&Position=27&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t7.rbxcdn.com/42c27f0b936decb04b58ccc6dddc45b2
27,Most Engaging,1001911915,farming and friends [xbox update!],27000.0,84.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2772610559&Position=28&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t3.rbxcdn.com/43379d127c7f46620423ba731c43c798
28,Most Engaging,2411591707,[arcane knight + 5x stats] a hero's destiny,88000.0,83.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=6461766546&Position=29&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t4.rbxcdn.com/5db8a70730fb2ae115e96071b71e7fd5
29,Most Engaging,2471084,  lumber tycoon 2,61000.0,87.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=13822889&Position=30&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.370Z,https://t6.rbxcdn.com/9711772ed6bbc880b60b2ba0751c4db4
30,Most Engaging,1872744689,fossil egg tapping gods,25000.0,92.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5346447287&Position=31&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t3.rbxcdn.com/c7ae4df0fe06a524f7f0e065a889505d
31,Most Engaging,97314177,ninja tycoon (v3.7),99000.0,88.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=221718525&Position=32&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t4.rbxcdn.com/c4670f89878f2a2687d1bbf7291d8c9c
32,Most Engaging,1000233041,scp-3008 [2.6],89000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2768379856&Position=33&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t7.rbxcdn.com/7e36a48158341bb7c956e23ea41c8811
33,Most Engaging,1312971993,[2x luck] saber simulator,27000.0,86.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=3823781113&Position=34&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t1.rbxcdn.com/a6547642537d763781b90e98f47cf40e
34,Most Engaging,37146255,the neighborhood of robloxia,26000.0,85.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=92898409&Position=35&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t1.rbxcdn.com/67edaf1cb20d6ed9d12b0650f597eb7b
35,Most Engaging,994732206,[update 14] blox fruits,716000.0,93.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2753915549&Position=36&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t0.rbxcdn.com/0f4948fe1f9d5446f2b7a1f5b833f848
36,Most Engaging,1579352805,[ codes ] demon slayer rpg,78000.0,89.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=4734949248&Position=37&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t4.rbxcdn.com/5e5c5a623f0ca9f5cf1408bfbee30fb9
37,Most Engaging,1214576306,restaurant tycoon 2 [new worker!],69000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=3398014311&Position=38&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.371Z,https://t1.rbxcdn.com/35b664413b7951370f0f2e8463b71fa9
38,Most Engaging,1840897362,3-2-1 blast off simulator,34000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5256165620&Position=39&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t3.rbxcdn.com/24e6e6bbac1d281f48846fce62912d73
39,Most Engaging,1490130369,anomic,19000.0,78.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=4581966615&Position=40&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t7.rbxcdn.com/7bf122f6c0685dec52c70e3633fcf220
40,Most Engaging,1091907805,  unboxing simulator  ,22000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=3025990139&Position=41&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t7.rbxcdn.com/8d87a7749689eea73febd26e28fe99f6
41,Most Engaging,807930589,the wild west,49000.0,86.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2317712696&Position=42&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t4.rbxcdn.com/56d9ce5d59385bc482be96e06b32c5a8
42,Most Engaging,1852226622,gacha online| custom oc rp (roleplay),274000.0,69.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5289509545&Position=43&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t0.rbxcdn.com/e72072173183f62d547394aaa6358a56
43,Most Engaging,2033913602,mall tycoon,89000.0,93.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5736409216&Position=44&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t2.rbxcdn.com/f3008dce8b64ac0e22b9e055a40a84d7
44,Most Engaging,210213771,dragon ball z final stand,28000.0,89.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=536102540&Position=45&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t0.rbxcdn.com/1348ab29f342a96856fd30fc10ce3bd9
45,Most Engaging,1176784616,tower defense simulator,271000.0,92.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=3260590327&Position=46&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.372Z,https://t3.rbxcdn.com/59d19279d4ee6de816fe0c19b6a8790c
46,Most Engaging,1053132402,[ice parts!] obby creator,35000.0,75.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=2913303231&Position=47&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.373Z,https://t3.rbxcdn.com/b46b97bb31c233a5cc9a110ff3473dff
47,Most Engaging,1934249057,tropical resort tycoon  ,129000.0,94.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5534174456&Position=48&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.373Z,https://t1.rbxcdn.com/3a1f34699e3c131b4cb5000e1e586ada
48,Most Engaging,1871908106,  outlaster,34000.0,85.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5343994291&Position=49&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.373Z,https://t3.rbxcdn.com/2be75b592194121bcf41f98b3a3666bc
49,Most Engaging,1769712451,southwest florida beta,69000.0,87.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=27afade4-a2a3-4fb7-bd30-2a6f6e04f9ec&PageType=GamesSeeAll&PlaceId=5104202731&Position=50&SortPosition=1&LocalTimestamp=2021-05-22T19:25:53.373Z,https://t5.rbxcdn.com/369103d58ebb9e64a589560cdfc4efc6
0,Up-and-Coming,63951305,rocitizens [cafe],35000.0,88.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=137877687&Position=1&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t1.rbxcdn.com/32bbf5ccab87d451036fa20b55fe7f7c
1,Up-and-Coming,2577800301,  weight lifting simulator,68000.0,93.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6792241488&Position=2&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t2.rbxcdn.com/86318dd1908588dff062b61a2b3a1c2b
2,Up-and-Coming,156428258,clone tycoon 2,39000.0,91.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=413424176&Position=3&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t6.rbxcdn.com/858a484cd9408275b0a0af6566a4b2e8
3,Up-and-Coming,1860435730,super hero tycoon,48000.0,79.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=5312327368&Position=4&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t6.rbxcdn.com/25492d2a6f63c71b434cd62e7cca7c92
4,Up-and-Coming,918677693,[updated peace treaties] rise of nations,35000.0,86.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=2569453732&Position=5&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t7.rbxcdn.com/3ae394137b3b48e6bfc01fe2d06e1ae5
5,Up-and-Coming,2517823158,rainbow fun obby!,32000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6682002535&Position=6&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t0.rbxcdn.com/1e12794f87020b06115df347d30ce5e3
6,Up-and-Coming,2549475383,update #4 livetopia,253000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6737970321&Position=7&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t1.rbxcdn.com/4677afd7b0931cc944fa44d7762eef7f
7,Up-and-Coming,1699553764,ragdoll sim  [ragdoll walk!],36000.0,77.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=4950394908&Position=8&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t1.rbxcdn.com/f9f1686361f880f338fb8fc127695c8f
8,Up-and-Coming,2577955438,mega easy parkour,36000.0,82.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6792530788&Position=9&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t2.rbxcdn.com/30ab7ab1e9bbe9cf3f0d67e86d591135
9,Up-and-Coming,909309773,[  school!] roville,32000.0,85.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=2546155523&Position=10&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t7.rbxcdn.com/0affe37afc10f24993afc5baa1d2701d
10,Up-and-Coming,1128795217,[dogs!] welcome to farmtown! [beta],48000.0,88.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=3126992939&Position=11&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t1.rbxcdn.com/93ebd52896535de709651d0fb518fe53
11,Up-and-Coming,2492481398,noob army tycoon,559000.0,93.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6610021055&Position=12&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.691Z,https://t0.rbxcdn.com/1a792445308b27a71b0e725b53d1a34e
12,Up-and-Coming,2314219487,sled simulator [update 2!],37000.0,83.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6279039046&Position=13&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t2.rbxcdn.com/e93f6fa1554acbc5c7f8342106b0b1cd
13,Up-and-Coming,2587756913,cart ride into toilet!,34000.0,81.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6812848091&Position=14&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t2.rbxcdn.com/660f529948e94823239258fcf77ea450
14,Up-and-Coming,2426874309,[grand opening] slayer tycoon,71000.0,79.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6490016198&Position=15&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t5.rbxcdn.com/5548c2146dccc885b2f22e34d64b5920
15,Up-and-Coming,1751760283,war simulator,44000.0,89.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=5062619730&Position=16&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t5.rbxcdn.com/b637f2a0de4b8a43f5c29a9b2101d023
16,Up-and-Coming,873703865,westbound [ spring update],42000.0,84.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=2474168535&Position=17&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t6.rbxcdn.com/f018332678f5e59e2d8fb7a92b150bf7
17,Up-and-Coming,2455935718,food magnet simulator,46000.0,85.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6544175281&Position=18&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t4.rbxcdn.com/c5bd079391c522d641d468bcf8b9a1b7
18,Up-and-Coming,301252049,robeats!   [mmo rhythm game],35000.0,78.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=698448212&Position=19&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t7.rbxcdn.com/c85777d913e45b783a16b334fedb671a
19,Up-and-Coming,2387288336,[read desc pls] basically fnf,48000.0,90.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=6417009050&Position=20&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t1.rbxcdn.com/70cbda09a6d830bae300861503d12e39
20,Up-and-Coming,43078036,critical strike v5.7.5,2000.0,79.0,https://www.roblox.com/games/refer?IsLargeGameTile=false&PageId=8f7f9159-c5fa-48e2-b6e2-0d72de95bef1&PageType=GamesSeeAll&PlaceId=111311599&Position=21&SortPosition=2&LocalTimestamp=2021-05-22T19:26:13.692Z,https://t4.rbxcdn.com/476922276f225d6bb6e92b8c493e1655
